pair_id,rows,cols,data,config
8589934674,0,2,,0
8589934675,0,2,,0
8589934676,0,2,,0
8589934677,0,2,,0
8589934678,0,2,,0
8589934679,0,2,,0
8589934680,0,2,,0
8589934681,0,2,,0
8589934682,0,2,,0
8589934683,0,2,,0
8589934684,0,2,,0
8589934685,0,2,,0
8589934686,0,2,,0
8589934687,0,2,,0
8589934688,0,2,,0
8589934689,0,2,,0
8589934690,0,2,,0
8589934691,0,2,,0
8589934692,0,2,,0
8589934693,0,2,,0
8589934694,0,2,,0
8589934695,0,2,,0
8589934696,0,2,,0
8589934697,0,2,,0
8589934698,0,2,,0
8589934699,0,2,,0
8589934700,0,2,,0
8589934701,0,2,,0
8589934702,0,2,,0
8589934703,0,2,,0
8589934704,0,2,,0
8589934705,0,2,,0
8589934706,0,2,,0
8589934707,0,2,,0
8589934708,0,2,,0
8589934709,0,2,,0
8589934710,0,2,,0
8589934711,0,2,,0
8589934712,0,2,,0
8589934713,0,2,,0
8589934714,0,2,,0
8589934715,0,2,,0
8589934716,0,2,,0
8589934717,0,2,,0
8589934718,0,2,,0
8589934719,0,2,,0
8589934720,0,2,,0
8589934721,0,2,,0
8589934722,0,2,,0
8589934723,0,2,,0
8589934724,0,2,,0
8589934725,0,2,,0
8589934726,0,2,,0
8589934727,0,2,,0
8589934728,0,2,,0
8589934729,0,2,,0
8589934730,0,2,,0
10737418241,86,2,"",6
10737418242,51,2,"	",6
10737418243,53,2,"",6
10737418244,52,2,"	",6
10737418245,50,2,"",6
10737418246,48,2,"",6
10737418247,48,2,"",6
10737418248,47,2,"",6
10737418249,46,2,"",6
10737418250,48,2,"	",6
10737418251,44,2,;,6
10737418252,45,2,;,6
10737418253,32,2,*,6
10737418254,35,2,"
",6
10737418255,35,2,"ï",3
10737418256,26,2,M,6
10737418257,33,2,"",6
10737418258,27,2,A,6
10737418259,30,2,"",6
10737418260,34,2,Z,6
10737418261,33,2,W,6
10737418262,31,2,:,6
10737418263,25,2,r,6
10737418264,35,2,"",3
10737418265,30,2,W,6
10737418266,28,2,A,6
10737418267,27,2,"",6
10737418268,27,2,"",6
10737418269,26,2,:,3
10737418270,26,2,:,6
10737418271,25,2,],3
10737418272,26,2,:,6
10737418273,21,2,:,3
10737418274,24,2,O,6
10737418275,0,2,,0
10737418276,0,2,,0
10737418277,0,2,,0
10737418278,0,2,,0
10737418279,0,2,,0
10737418280,0,2,,0
10737418281,0,2,,0
10737418282,0,2,,0
10737418283,0,2,,0
10737418284,0,2,,0
10737418285,0,2,,0
10737418286,0,2,,0
10737418287,0,2,,0
10737418288,0,2,,0
10737418289,0,2,,0
10737418290,0,2,,0
10737418291,0,2,,0
10737418292,0,2,,0
10737418293,0,2,,0
10737418294,0,2,,0
10737418295,0,2,,0
10737418296,0,2,,0
10737418297,0,2,,0
10737418298,0,2,,0
10737418299,0,2,,0
10737418300,0,2,,0
10737418301,0,2,,0
10737418302,0,2,,0
10737418303,0,2,,0
10737418304,0,2,,0
10737418305,0,2,,0
10737418306,0,2,,0
10737418307,0,2,,0
10737418308,0,2,,0
10737418309,0,2,,0
10737418310,0,2,,0
10737418311,0,2,,0
10737418312,0,2,,0
10737418313,0,2,,0
10737418314,0,2,,0
10737418315,0,2,,0
10737418316,0,2,,0
10737418317,0,2,,0
10737418318,0,2,,0
10737418319,0,2,,0
10737418320,0,2,,0
10737418321,0,2,,0
10737418322,0,2,,0
10737418323,0,2,,0
10737418324,0,2,,0
10737418325,0,2,,0
10737418326,0,2,,0
10737418327,0,2,,0
10737418328,0,2,,0
10737418329,0,2,,0
10737418330,0,2,,0
10737418331,0,2,,0
10737418332,0,2,,0
10737418333,0,2,,0
10737418334,0,2,,0
10737418335,0,2,,0
10737418336,0,2,,0
10737418337,0,2,,0
10737418338,0,2,,0
10737418339,0,2,,0
10737418340,0,2,,0
10737418341,0,2,,0
10737418342,0,2,,0
10737418343,0,2,,0
10737418344,0,2,,0
10737418345,0,2,,0
10737418346,0,2,,0
10737418347,0,2,,0
10737418348,0,2,,0
10737418349,0,2,,0
10737418350,0,2,,0
10737418351,0,2,,0
10737418352,0,2,,0
10737418353,0,2,,0
10737418354,0,2,,0
10737418355,0,2,,0
10737418356,0,2,,0
10737418357,0,2,,0
10737418358,0,2,,0
10737418359,0,2,,0
10737418360,0,2,,0
10737418361,0,2,,0
10737418362,0,2,,0
10737418363,0,2,,0
10737418364,0,2,,0
10737418365,0,2,,0
10737418366,0,2,,0
10737418367,0,2,,0
10737418368,0,2,,0
10737418369,0,2,,0
10737418370,0,2,,0
10737418371,0,2,,0
10737418372,0,2,,0
10737418373,0,2,,0
10737418374,0,2,,0
10737418375,0,2,,0
10737418376,0,2,,0
10737418377,0,2,,0
12884901889,78,2,"",6
12884901890,72,2,"",6
12884901891,74,2,"",6
12884901892,72,2,"",6
12884901893,57,2,Z,6
12884901894,56,2,"",6
12884901895,55,2,"",6
12884901896,54,2,d,6
12884901897,61,2,"	",6
12884901898,51,2,"",6
12884901899,44,2,"",6
12884901900,45,2,\,6
12884901901,44,2,\,6
12884901902,42,2,"",6
12884901903,40,2,"	",6
12884901904,40,2,Y,6
12884901905,37,2,&,6
12884901906,34,2,Y,6
12884901907,34,2,"",6
12884901908,31,2,"",6
12884901909,33,2,\,6
12884901910,30,2,Y,6
12884901911,35,2,"",6
12884901912,33,2,(,3
12884901913,28,2,(,6
12884901914,27,2,{,3
12884901915,26,2,(,6
12884901916,26,2,%,3
12884901917,31,2,`,6
12884901918,26,2,a,6
12884901919,25,2,u,3
12884901920,29,2,"",3
12884901921,30,2,\,6
12884901922,0,2,,0
12884901923,0,2,,0
12884901924,0,2,,0
12884901925,0,2,,0
12884901926,0,2,,0
12884901927,0,2,,0
12884901928,0,2,,0
12884901929,0,2,,0
12884901930,0,2,,0
12884901931,0,2,,0
12884901932,0,2,,0
12884901933,0,2,,0
12884901934,0,2,,0
12884901935,0,2,,0
12884901936,0,2,,0
12884901937,0,2,,0
12884901938,0,2,,0
12884901939,0,2,,0
12884901940,0,2,,0
12884901941,0,2,,0
12884901942,0,2,,0
12884901943,0,2,,0
12884901944,0,2,,0
12884901945,0,2,,0
12884901946,0,2,,0
12884901947,0,2,,0
12884901948,0,2,,0
12884901949,0,2,,0
12884901950,0,2,,0
12884901951,0,2,,0
12884901952,0,2,,0
12884901953,0,2,,0
12884901954,0,2,,0
12884901955,0,2,,0
12884901956,0,2,,0
12884901957,0,2,,0
12884901958,0,2,,0
12884901959,0,2,,0
12884901960,0,2,,0
12884901961,0,2,,0
12884901962,0,2,,0
12884901963,0,2,,0
12884901964,0,2,,0
12884901965,0,2,,0
12884901966,0,2,,0
12884901967,0,2,,0
12884901968,0,2,,0
12884901969,0,2,,0
12884901970,0,2,,0
12884901971,0,2,,0
12884901972,0,2,,0
12884901973,0,2,,0
12884901974,0,2,,0
12884901975,0,2,,0
12884901976,0,2,,0
12884901977,0,2,,0
12884901978,0,2,,0
12884901979,0,2,,0
12884901980,0,2,,0
12884901981,0,2,,0
12884901982,0,2,,0
12884901983,0,2,,0
12884901984,0,2,,0
12884901985,0,2,,0
12884901986,0,2,,0
12884901987,0,2,,0
12884901988,0,2,,0
12884901989,0,2,,0
12884901990,0,2,,0
12884901991,0,2,,0
12884901992,0,2,,0
12884901993,0,2,,0
12884901994,0,2,,0
12884901995,0,2,,0
12884901996,0,2,,0
12884901997,0,2,,0
12884901998,0,2,,0
12884901999,0,2,,0
12884902000,0,2,,0
12884902001,0,2,,0
12884902002,0,2,,0
12884902003,0,2,,0
12884902004,0,2,,0
12884902005,0,2,,0
12884902006,0,2,,0
12884902007,0,2,,0
12884902008,0,2,,0
12884902009,0,2,,0
12884902010,0,2,,0
12884902011,0,2,,0
12884902012,0,2,,0
12884902013,0,2,,0
12884902014,0,2,,0
12884902015,0,2,,0
12884902016,0,2,,0
12884902017,0,2,,0
12884902018,0,2,,0
12884902019,0,2,,0
12884902020,0,2,,0
12884902021,0,2,,0
12884902022,0,2,,0
12884902023,0,2,,0
12884902024,0,2,,0
15032385537,110,2,"",6
15032385538,108,2,"",6
15032385539,98,2,"	",3
15032385540,93,2,Q,6
15032385541,80,2,"",6
15032385542,76,2,"",6
15032385543,68,2,O,6
15032385544,70,2,"
",6
15032385545,57,2,"
",6
15032385546,58,2,"",6
15032385547,58,2,X,6
15032385548,49,2,"¿",6
15032385549,42,2,m,6
15032385550,42,2,"",6
15032385551,41,2,Y,6
15032385552,40,2,w,3
15032385553,39,2,0,6
15032385554,39,2,"",6
15032385555,35,2,w,3
15032385556,35,2,"",3
15032385557,35,2,"",6
15032385558,30,2,S,3
15032385559,29,2,N,6
15032385560,29,2,"",6
15032385561,36,2,"",6
15032385562,30,2,"",6
15032385563,33,2,n,3
15032385564,27,2,"Ä",6
15032385565,28,2,U,6
15032385566,26,2,"Ä",6
15032385567,30,2,N,6
15032385568,27,2,\,6
15032385569,0,2,,0
15032385570,0,2,,0
15032385571,0,2,,0
15032385572,0,2,,0
15032385573,0,2,,0
15032385574,0,2,,0
15032385575,0,2,,0
15032385576,0,2,,0
15032385577,0,2,,0
15032385578,0,2,,0
15032385579,0,2,,0
15032385580,0,2,,0
15032385581,0,2,,0
15032385582,0,2,,0
15032385583,0,2,,0
15032385584,0,2,,0
15032385585,0,2,,0
15032385586,0,2,,0
15032385587,0,2,,0
15032385588,0,2,,0
15032385589,0,2,,0
15032385590,0,2,,0
15032385591,0,2,,0
15032385592,0,2,,0
15032385593,0,2,,0
15032385594,0,2,,0
15032385595,0,2,,0
15032385596,0,2,,0
15032385597,0,2,,0
15032385598,0,2,,0
15032385599,0,2,,0
15032385600,0,2,,0
15032385601,0,2,,0
15032385602,0,2,,0
15032385603,0,2,,0
15032385604,0,2,,0
15032385605,0,2,,0
15032385606,0,2,,0
15032385607,0,2,,0
15032385608,0,2,,0
15032385609,0,2,,0
15032385610,0,2,,0
15032385611,0,2,,0
15032385612,0,2,,0
15032385613,0,2,,0
15032385614,0,2,,0
15032385615,0,2,,0
15032385616,0,2,,0
15032385617,0,2,,0
15032385618,0,2,,0
15032385619,0,2,,0
15032385620,0,2,,0
15032385621,0,2,,0
15032385622,0,2,,0
15032385623,0,2,,0
15032385624,0,2,,0
15032385625,0,2,,0
15032385626,0,2,,0
15032385627,0,2,,0
15032385628,0,2,,0
15032385629,0,2,,0
15032385630,0,2,,0
15032385631,0,2,,0
15032385632,0,2,,0
15032385633,0,2,,0
15032385634,0,2,,0
15032385635,0,2,,0
15032385636,0,2,,0
15032385637,0,2,,0
15032385638,0,2,,0
15032385639,0,2,,0
15032385640,0,2,,0
15032385641,0,2,,0
15032385642,0,2,,0
15032385643,0,2,,0
15032385644,0,2,,0
15032385645,0,2,,0
15032385646,0,2,,0
15032385647,0,2,,0
15032385648,0,2,,0
15032385649,0,2,,0
15032385650,0,2,,0
15032385651,0,2,,0
15032385652,0,2,,0
15032385653,0,2,,0
15032385654,0,2,,0
15032385655,0,2,,0
15032385656,0,2,,0
15032385657,0,2,,0
15032385658,0,2,,0
15032385659,0,2,,0
15032385660,0,2,,0
15032385661,0,2,,0
15032385662,0,2,,0
15032385663,0,2,,0
15032385664,0,2,,0
15032385665,0,2,,0
15032385666,0,2,,0
15032385667,0,2,,0
15032385668,0,2,,0
15032385669,0,2,,0
15032385670,0,2,,0
15032385671,0,2,,0
17179869185,106,2,"",6
17179869186,107,2,"",6
17179869187,99,2,"",6
17179869188,86,2,N,6
17179869189,86,2,"",6
17179869190,67,2,"",6
17179869191,74,2,"",6
17179869192,60,2,"",6
17179869193,63,2,"",6
17179869194,55,2,!,6
17179869195,51,2,#,3
17179869196,45,2,J,3
17179869197,37,2,N,6
17179869198,42,2,"",6
17179869199,38,2,"",6
17179869200,33,2,"",6
17179869201,34,2,"",6
17179869202,35,2,"",6
17179869203,37,2,q,6
17179869204,31,2,"",6
17179869205,31,2,"",6
17179869206,30,2,"",6
17179869207,25,2," ",6
17179869208,33,2,"",6
17179869209,28,2," ",6
17179869210,30,2,"",3
17179869211,29,2,"ç",3
17179869212,33,2,"",6
17179869213,29,2,u,6
17179869214,29,2,u,6
17179869215,24,2,"",6
17179869216,0,2,,0
17179869217,0,2,,0
17179869218,0,2,,0
17179869219,0,2,,0
17179869220,0,2,,0
17179869221,0,2,,0
17179869222,0,2,,0
17179869223,0,2,,0
17179869224,0,2,,0
17179869225,0,2,,0
17179869226,0,2,,0
17179869227,0,2,,0
17179869228,0,2,,0
17179869229,0,2,,0
17179869230,0,2,,0
17179869231,0,2,,0
17179869232,0,2,,0
17179869233,0,2,,0
17179869234,0,2,,0
17179869235,0,2,,0
17179869236,0,2,,0
17179869237,0,2,,0
17179869238,0,2,,0
17179869239,0,2,,0
17179869240,0,2,,0
17179869241,0,2,,0
17179869242,0,2,,0
17179869243,0,2,,0
17179869244,0,2,,0
17179869245,0,2,,0
17179869246,0,2,,0
17179869247,0,2,,0
17179869248,0,2,,0
17179869249,0,2,,0
17179869250,0,2,,0
17179869251,0,2,,0
17179869252,0,2,,0
17179869253,0,2,,0
17179869254,0,2,,0
17179869255,0,2,,0
17179869256,0,2,,0
17179869257,0,2,,0
17179869258,0,2,,0
17179869259,0,2,,0
17179869260,0,2,,0
17179869261,0,2,,0
17179869262,0,2,,0
17179869263,0,2,,0
17179869264,0,2,,0
17179869265,0,2,,0
17179869266,0,2,,0
17179869267,0,2,,0
17179869268,0,2,,0
17179869269,0,2,,0
17179869270,0,2,,0
17179869271,0,2,,0
17179869272,0,2,,0
17179869273,0,2,,0
17179869274,0,2,,0
17179869275,0,2,,0
17179869276,0,2,,0
17179869277,0,2,,0
17179869278,0,2,,0
17179869279,0,2,,0
17179869280,0,2,,0
17179869281,0,2,,0
17179869282,0,2,,0
17179869283,0,2,,0
17179869284,0,2,,0
17179869285,0,2,,0
17179869286,0,2,,0
17179869287,0,2,,0
17179869288,0,2,,0
17179869289,0,2,,0
17179869290,0,2,,0
17179869291,0,2,,0
17179869292,0,2,,0
17179869293,0,2,,0
17179869294,0,2,,0
17179869295,0,2,,0
17179869296,0,2,,0
17179869297,0,2,,0
17179869298,0,2,,0
17179869299,0,2,,0
17179869300,0,2,,0
17179869301,0,2,,0
17179869302,0,2,,0
17179869303,0,2,,0
17179869304,0,2,,0
17179869305,0,2,,0
17179869306,0,2,,0
17179869307,0,2,,0
17179869308,0,2,,0
17179869309,0,2,,0
17179869310,0,2,,0
17179869311,0,2,,0
17179869312,0,2,,0
17179869313,0,2,,0
17179869314,0,2,,0
17179869315,0,2,,0
17179869316,0,2,,0
17179869317,0,2,,0
17179869318,0,2,,0
19327352833,114,2,"",6
19327352834,96,2,"",6
19327352835,85,2,"",6
19327352836,96,2,"",6
19327352837,71,2,O,6
19327352838,79,2,"",6
19327352839,70,2,"",6
19327352840,65,2,"",6
19327352841,65,2,"",6
19327352842,56,2,"",6
19327352843,55,2,H,6
19327352844,42,2,"",6
19327352845,47,2,"",6
19327352846,41,2,"",6
19327352847,38,2,Z,6
19327352848,37,2,"",6
19327352849,39,2,"",3
19327352850,38,2,Z,6
19327352851,35,2,u,6
19327352852,35,2,n,6
19327352853,34,2,"",6
19327352854,29,2,"π",6
19327352855,33,2,"",6
19327352856,31,2,"",6
19327352857,31,2,"",6
19327352858,28,2,"",6
19327352859,28,2,g,3
19327352860,27,2,`,3
19327352861,30,2,"",6
19327352862,28,2,I,6
19327352863,0,2,,0
19327352864,0,2,,0
19327352865,0,2,,0
19327352866,0,2,,0
19327352867,0,2,,0
19327352868,0,2,,0
19327352869,0,2,,0
