rows
214
169
154
172
175
203
217
194
198
197
179
188
200
188
182
181
199
175
189
193
218
223
208
209
227
225
228
249
244
259
265
272
252
256
260
272
257
276
249
262
224
239
207
175
186
220
265
282
276
271
297
329
376
381
414
421
409
390
441
50
47
42
40
44
42
57
29
19
16
2
5
1
2
3
4
2
7
5
0
101
91
67
83
59
119
107
132
123
102
334
373
358
345
330
324
312
352
302
436
426
428
469
473
489
455
426
393
393
420
411
409
425
441
472
498
498
521
511
529
492
459
486
449
393
463
446
450
492
505
523
540
557
541
508
489
521
510
493
471
493
486
446
